Zip Code,City,County,Type,State,Route Code
20849,Rockville,Montgomery,P.O. Box,MD,MD8
20850,Rockville,Montgomery,Standard,MD,MD8
20851,Rockville,Montgomery,Standard,MD,MD8
20852,Rockville,Montgomery,Standard,MD,MD8
20853,Rockville,Montgomery,Standard,MD,MD8
20854,Potomac,Montgomery,Standard,MD,MD8
20855,Derwood,Montgomery,Standard,MD,MD8
20857,Rockville,Montgomery,Unique,MD,MD8
20859,Potomac,Montgomery,P.O. Box,MD,MD8
20860,Sandy Spring,Montgomery,Standard,MD,MD8
20861,Ashton,Montgomery,Standard,MD,MD8
20862,Brinklow,Montgomery,Standard,MD,MD8
20866,Burtonsville,Montgomery,Standard,MD,MD8
20868,Spencerville,Montgomery,Standard,MD,MD8
20871,Clarksburg,Montgomery,Standard,MD,MD8
20872,Damascus,Montgomery,Standard,MD,MD8
20874,Germantown,Montgomery,Standard,MD,MD8
20875,Germantown,Montgomery,P.O. Box,MD,MD8
20876,Germantown,Montgomery,Standard,MD,MD8
20877,Gaithersburg,Montgomery,Standard,MD,MD8
20878,Gaithersburg,Montgomery,Standard,MD,MD8
20879,Gaithersburg,Montgomery,Standard,MD,MD8
20880,Washington Grove,Montgomery,P.O. Box,MD,MD8
20882,Gaithersburg,Montgomery,Standard,MD,MD8
20883,Gaithersburg,Montgomery,P.O. Box,MD,MD8
20884,Gaithersburg,Montgomery,P.O. Box,MD,MD8
20885,Gaithersburg,Montgomery,P.O. Box,MD,MD8
20886,Montgomery Village,Montgomery,Standard,MD,MD8
20889,Bethesda,Montgomery,Unique,MD,MD8
20891,Kensington,Montgomery,P.O. Box,MD,MD8
20892,Bethesda,Montgomery,Unique,MD,MD8
20894,Bethesda,Montgomery,Unique,MD,MD8
20895,Kensington,Montgomery,Standard,MD,MD8
20896,Garrett Park,Montgomery,P.O. Box,MD,MD8
20897,Suburb Maryland Fac,Montgomery,Unique,MD,MD8
20898,Gaithersburg,Montgomery,P.O. Box,MD,MD8
20899,Gaithersburg,Montgomery,Unique,MD,MD8
20901,Silver Spring,Montgomery,Standard,MD,MD8
20902,Silver Spring,Montgomery,Standard,MD,MD8
20903,Silver Spring,Montgomery,Standard,MD,MD8
20904,Silver Spring,Montgomery,Standard,MD,MD8
20905,Silver Spring,Montgomery,Standard,MD,MD8
20906,Silver Spring,Montgomery,Standard,MD,MD8
20907,Silver Spring,Montgomery,P.O. Box,MD,MD8
20908,Silver Spring,Montgomery,P.O. Box,MD,MD8
20910,Silver Spring,Montgomery,Standard,MD,MD8
20911,Silver Spring,Montgomery,P.O. Box,MD,MD8
20912,Takoma Park,Montgomery,Standard,MD,MD8
20913,Takoma Park,Montgomery,P.O. Box,MD,MD8
20914,Silver Spring,Montgomery,P.O. Box,MD,MD8
20915,Silver Spring,Montgomery,P.O. Box,MD,MD8
20916,Silver Spring,Montgomery,P.O. Box,MD,MD8
20918,Silver Spring,Montgomery,P.O. Box,MD,MD8
20993,Silver Spring,Montgomery,Unique,MD,MD8
20997,Silver Spring,Montgomery,Unique,MD,MD8
21001,Aberdeen,Harford,Standard,MD,MD2
21005,Aberdeen Proving Ground,Harford,Standard,MD,MD2
21009,Abingdon,Harford,Standard,MD,MD2
21010,Gunpowder,Harford,Standard,MD,MD2
21012,Arnold,Anne Arundel,Standard,MD,MD9
21013,Baldwin,Baltimore,Standard,MD,MD3
21014,Bel Air,Harford,Standard,MD,MD2
21015,Bel Air,Harford,Standard,MD,MD2
21017,Belcamp,Harford,Standard,MD,MD2
21018,Benson,Harford,P.O. Box,MD,MD2
21020,Boring,Baltimore,P.O. Box,MD,MD3
21022,Brooklandville,Baltimore,P.O. Box,MD,MD3
21023,Butler,Baltimore,P.O. Box,MD,MD3
21027,Chase,Baltimore,P.O. Box,MD,MD3
21028,Churchville,Harford,Standard,MD,MD2
21029,Clarksville,Howard,Standard,MD,MD6
21030,Cockeysville,Baltimore,Standard,MD,MD3
21031,Hunt Valley,Baltimore,Standard,MD,MD3
21032,Crownsville,Anne Arundel,Standard,MD,MD9
21034,Darlington,Harford,Standard,MD,MD2
21035,Davidsonville,Anne Arundel,Standard,MD,MD9
21036,Dayton,Howard,Standard,MD,MD6
21037,Edgewater,Anne Arundel,Standard,MD,MD9
21040,Edgewood,Harford,Standard,MD,MD2
21041,Ellicott City,Howard,P.O. Box,MD,MD6
21042,Ellicott City,Howard,Standard,MD,MD6
21043,Ellicott City,Howard,Standard,MD,MD6
21044,Columbia,Howard,Standard,MD,MD6
21045,Columbia,Howard,Standard,MD,MD6
21046,Columbia,Howard,Standard,MD,MD6
21047,Fallston,Harford,Standard,MD,MD2
21048,Finksburg,Carroll,Standard,MD,MD5
21050,Forest Hill,Harford,Standard,MD,MD2
21051,Fork,Baltimore,Standard,MD,MD3
21052,Fort Howard,Baltimore,P.O. Box,MD,MD3
21053,Freeland,Baltimore,Standard,MD,MD3
21054,Gambrills,Anne Arundel,Standard,MD,MD9
21056,Gibson Island,Anne Arundel,P.O. Box,MD,MD9
21057,Glen Arm,Baltimore,Standard,MD,MD3
21060,Glen Burnie,Anne Arundel,Standard,MD,MD9
21061,Glen Burnie,Anne Arundel,Standard,MD,MD9
21062,Glen Burnie,Anne Arundel,Unique,MD,MD9
21065,Hunt Valley,Baltimore,Unique,MD,MD3
21071,Glyndon,Baltimore,P.O. Box,MD,MD3
21074,Hampstead,Carroll,Standard,MD,MD5
21075,Elkridge,Howard,Standard,MD,MD6
21076,Hanover,Anne Arundel,Standard,MD,MD9
21077,Harmans,Anne Arundel,Standard,MD,MD9
21078,Havre De Grace,Harford,Standard,MD,MD2
21082,Hydes,Baltimore,Standard,MD,MD3
21084,Jarrettsville,Harford,Standard,MD,MD2
21085,Joppa,Harford,Standard,MD,MD2
21087,Kingsville,Baltimore,Standard,MD,MD3
21088,Lineboro,Carroll,P.O. Box,MD,MD5
21090,Linthicum Heights,Anne Arundel,Standard,MD,MD9
21092,Long Green,Baltimore,P.O. Box,MD,MD3
21093,Lutherville Timonium,Baltimore,Standard,MD,MD3
21094,Lutherville Timonium,Baltimore,P.O. Box,MD,MD3
21102,Manchester,Carroll,Standard,MD,MD5
21104,Marriottsville,Carroll,Standard,MD,MD5
21105,Maryland Line,Baltimore,P.O. Box,MD,MD3
21106,Mayo,Anne Arundel,P.O. Box,MD,MD9
21108,Millersville,Anne Arundel,Standard,MD,MD9
21111,Monkton,Baltimore,Standard,MD,MD3
21113,Odenton,Anne Arundel,Standard,MD,MD9
21114,Crofton,Anne Arundel,Standard,MD,MD9
21117,Owings Mills,Baltimore,Standard,MD,MD3
21120,Parkton,Baltimore,Standard,MD,MD3
21122,Pasadena,Anne Arundel,Standard,MD,MD9
21123,Pasadena,Anne Arundel,P.O. Box,MD,MD9
21128,Perry Hall,Baltimore,Standard,MD,MD3
21130,Perryman,Harford,P.O. Box,MD,MD2
21131,Phoenix,Baltimore,Standard,MD,MD3
21131,Phoenix,Harford,Standard,MD,MD3
21132,Pylesville,Harford,Standard,MD,MD2
21133,Randallstown,Baltimore,Standard,MD,MD3
21136,Reisterstown,Baltimore,Standard,MD,MD3
21139,Riderwood,Baltimore,P.O. Box,MD,MD3
21140,Riva,Anne Arundel,Standard,MD,MD9
21144,Severn,Anne Arundel,Standard,MD,MD9
21146,Severna Park,Anne Arundel,Standard,MD,MD9
21150,Simpsonville,Howard,P.O. Box,MD,MD6
21152,Sparks Glencoe,Baltimore,Standard,MD,MD3
21153,Stevenson,Baltimore,P.O. Box,MD,MD3
21154,Street,Harford,Standard,MD,MD2
21155,Upperco,Baltimore,Standard,MD,MD3
21156,Upper Falls,Baltimore,Standard,MD,MD3
21157,Westminster,Carroll,Standard,MD,MD5
21158,Westminster,Carroll,Standard,MD,MD5
21160,Whiteford,Harford,Standard,MD,MD2
21161,White Hall,Harford,Standard,MD,MD2
21162,White Marsh,Baltimore,Standard,MD,MD3
21163,Woodstock,Howard,Standard,MD,MD6
21201,Baltimore,Baltimore City,Standard,MD,MD4
21202,Baltimore,Baltimore City,Standard,MD,MD4
21203,Baltimore,Baltimore City,P.O. Box,MD,MD4
21204,Towson,Baltimore,Standard,MD,MD3
21205,Baltimore,Baltimore City,Standard,MD,MD4
21206,Baltimore,Baltimore City,Standard,MD,MD4
21207,Gwynn Oak,Baltimore,Standard,MD,MD3
21208,Pikesville,Baltimore,Standard,MD,MD3
21209,Baltimore,Baltimore City,Standard,MD,MD4
21210,Baltimore,Baltimore City,Standard,MD,MD4
21211,Baltimore,Baltimore City,Standard,MD,MD4
21212,Baltimore,Baltimore City,Standard,MD,MD4
21213,Baltimore,Baltimore City,Standard,MD,MD4
21214,Baltimore,Baltimore City,Standard,MD,MD4
21215,Baltimore,Baltimore City,Standard,MD,MD4
21216,Baltimore,Baltimore City,Standard,MD,MD4
21217,Baltimore,Baltimore City,Standard,MD,MD4
21218,Baltimore,Baltimore City,Standard,MD,MD4
21219,Sparrows Point,Baltimore,Standard,MD,MD3
21220,Middle River,Baltimore,Standard,MD,MD3
21221,Essex,Baltimore,Standard,MD,MD3
21222,Dundalk,Baltimore,Standard,MD,MD3
21223,Baltimore,Baltimore City,Standard,MD,MD4
21224,Baltimore,Baltimore City,Standard,MD,MD4
21225,Brooklyn,Baltimore City,Standard,MD,MD4
21226,Curtis Bay,Anne Arundel,Standard,MD,MD9
21227,Halethorpe,Baltimore,Standard,MD,MD3
21228,Catonsville,Baltimore,Standard,MD,MD3
21229,Baltimore,Baltimore City,Standard,MD,MD4
21230,Baltimore,Baltimore City,Standard,MD,MD4
21231,Baltimore,Baltimore City,Standard,MD,MD4
21233,Baltimore,Baltimore City,Standard,MD,MD4
21234,Parkville,Baltimore,Standard,MD,MD3
21235,Baltimore,Baltimore City,Unique,MD,MD4
21236,Nottingham,Baltimore,Standard,MD,MD3
21237,Rosedale,Baltimore,Standard,MD,MD3
21239,Baltimore,Baltimore City,Standard,MD,MD4
21240,Baltimore,Anne Arundel,Standard,MD,MD9
21241,Baltimore,Baltimore City,Unique,MD,MD4
21244,Windsor Mill,Baltimore,Standard,MD,MD3
21250,Baltimore,Baltimore,Unique,MD,MD3
21251,Baltimore,Baltimore City,Unique,MD,MD4
21252,Towson,Baltimore,Unique,MD,MD3
21263,Baltimore,Baltimore City,Unique,MD,MD4
21264,Baltimore,Baltimore City,Unique,MD,MD4
21270,Baltimore,Baltimore City,P.O. Box,MD,MD4
21273,Baltimore,Baltimore City,Unique,MD,MD4
21275,Baltimore,Baltimore City,Unique,MD,MD4
21278,Baltimore,Baltimore City,Unique,MD,MD4
21279,Baltimore,Baltimore City,Unique,MD,MD4
21281,Baltimore,Baltimore City,P.O. Box,MD,MD4
21282,Pikesville,Baltimore,P.O. Box,MD,MD3
21284,Towson,Baltimore,P.O. Box,MD,MD3
21285,Towson,Baltimore,P.O. Box,MD,MD3
21286,Towson,Baltimore,Standard,MD,MD3
21287,Baltimore,Baltimore City,Standard,MD,MD4
21289,Baltimore,Baltimore City,Unique,MD,MD4
21290,Baltimore,Baltimore City,Unique,MD,MD4
21297,Baltimore,Baltimore City,P.O. Box,MD,MD4
21298,Baltimore,Baltimore City,Unique,MD,MD4
21401,Annapolis,Anne Arundel,Standard,MD,MD9
21402,Annapolis,Anne Arundel,Standard,MD,MD9
21403,Annapolis,Anne Arundel,Standard,MD,MD9
21404,Annapolis,Anne Arundel,P.O. Box,MD,MD9
21405,Annapolis,Anne Arundel,Standard,MD,MD9
21409,Annapolis,Anne Arundel,Standard,MD,MD9
21411,Annapolis,Anne Arundel,Unique,MD,MD9
21412,Annapolis,Anne Arundel,Standard,MD,MD9
21501,Cumberland,Allegany,P.O. Box,MD,M15
21502,Cumberland,Allegany,Standard,MD,M15
21503,Cumberland,Allegany,P.O. Box,MD,M15
21504,Cumberland,Allegany,P.O. Box,MD,M15
21505,Cumberland,Allegany,P.O. Box,MD,M15
21520,Accident,Garrett,Standard,MD,M16
21521,Barton,Allegany,Standard,MD,M15
21522,Bittinger,Garrett,Standard,MD,M16
21523,Bloomington,Garrett,Standard,MD,M16
21524,Corriganville,Allegany,P.O. Box,MD,M15
21528,Eckhart Mines,Allegany,P.O. Box,MD,M15
21529,Ellerslie,Allegany,P.O. Box,MD,M15
21530,Flintstone,Allegany,Standard,MD,M15
21531,Friendsville,Garrett,Standard,MD,M16
21532,Frostburg,Allegany,Standard,MD,M15
21536,Grantsville,Garrett,Standard,MD,M16
21538,Kitzmiller,Garrett,Standard,MD,M16
21539,Lonaconing,Allegany,Standard,MD,M15
21540,Luke,Allegany,Standard,MD,M15
21541,Mc Henry,Garrett,Standard,MD,M16
21542,Midland,Allegany,P.O. Box,MD,M15
21543,Midlothian,Allegany,P.O. Box,MD,M15
21545,Mount Savage,Allegany,Standard,MD,M15
21550,Oakland,Garrett,Standard,MD,M16
21555,Oldtown,Allegany,Standard,MD,M15
21556,Pinto,Allegany,P.O. Box,MD,M15
21557,Rawlings,Allegany,Standard,MD,M15
21560,Spring Gap,Allegany,P.O. Box,MD,M15
21561,Swanton,Garrett,Standard,MD,M16
21562,Westernport,Allegany,Standard,MD,M15
21601,Easton,Talbot,Standard,MD,MDD
21607,Barclay,Queen Annes,Standard,MD,MDB
21609,Bethlehem,Caroline,P.O. Box,MD,MDC
21610,Betterton,Kent,Standard,MD,MDA
21612,Bozman,Talbot,Standard,MD,MDD
21613,Cambridge,Dorchester,Standard,MD,MDE
21617,Centreville,Queen Annes,Standard,MD,MDB
21619,Chester,Queen Annes,Standard,MD,MDB
21620,Chestertown,Kent,Standard,MD,MDA
21622,Church Creek,Dorchester,Standard,MD,MDE
21623,Church Hill,Queen Annes,Standard,MD,MDB
21624,Claiborne,Talbot,P.O. Box,MD,MDD
21625,Cordova,Talbot,Standard,MD,MDD
21626,Crapo,Dorchester,Standard,MD,MDE
21627,Crocheron,Dorchester,Standard,MD,MDE
21628,Crumpton,Queen Annes,P.O. Box,MD,MDB
21629,Denton,Caroline,Standard,MD,MDC
21631,East New Market,Dorchester,Standard,MD,MDE
21632,Federalsburg,Caroline,Standard,MD,MDC
21634,Fishing Creek,Dorchester,Standard,MD,MDE
21635,Galena,Kent,Standard,MD,MDA
21636,Goldsboro,Caroline,Standard,MD,MDC
21638,Grasonville,Queen Annes,Standard,MD,MDB
21639,Greensboro,Caroline,Standard,MD,MDC
21640,Henderson,Caroline,Standard,MD,MDC
21641,Hillsboro,Caroline,P.O. Box,MD,MDC
21643,Hurlock,Dorchester,Standard,MD,MDE
21644,Ingleside,Queen Annes,Standard,MD,MDB
21645,Kennedyville,Kent,Standard,MD,MDA
21647,Mcdaniel,Talbot,Standard,MD,MDD
21648,Madison,Dorchester,Standard,MD,MDE
21649,Marydel,Caroline,Standard,MD,MDC
21650,Massey,Kent,Standard,MD,MDA
21651,Millington,Kent,Standard,MD,MDA
21652,Neavitt,Talbot,P.O. Box,MD,MDD
21653,Newcomb,Talbot,P.O. Box,MD,MDD
21654,Oxford,Talbot,Standard,MD,MDD
21655,Preston,Caroline,Standard,MD,MDC
21656,Price,Queen Annes,P.O. Box,MD,MDB
21657,Queen Anne,Queen Annes,Standard,MD,MDB
21658,Queenstown,Queen Annes,Standard,MD,MDB
21659,Rhodesdale,Dorchester,Standard,MD,MDE
21660,Ridgely,Caroline,Standard,MD,MDC
21661,Rock Hall,Kent,Standard,MD,MDA
21662,Royal Oak,Talbot,Standard,MD,MDD
21663,Saint Michaels,Talbot,Standard,MD,MDD
21664,Secretary,Dorchester,P.O. Box,MD,MDE
21665,Sherwood,Talbot,Standard,MD,MDD
21666,Stevensville,Queen Annes,Standard,MD,MDB
21667,Still Pond,Kent,Standard,MD,MDA
21668,Sudlersville,Queen Annes,Standard,MD,MDB
21669,Taylors Island,Dorchester,P.O. Box,MD,MDE
21670,Templeville,Caroline,P.O. Box,MD,MDC
21671,Tilghman,Talbot,Standard,MD,MDD
21672,Toddville,Dorchester,Standard,MD,MDE
21673,Trappe,Talbot,Standard,MD,MDD
21675,Wingate,Dorchester,Standard,MD,MDE
21676,Wittman,Talbot,Standard,MD,MDD
21677,Woolford,Dorchester,Standard,MD,MDE
21678,Worton,Kent,Standard,MD,MDA
21679,Wye Mills,Talbot,Standard,MD,MDD
21690,Chestertown,Queen Annes,Unique,MD,MDB
21701,Frederick,Frederick,Standard,MD,MD7
21702,Frederick,Frederick,Standard,MD,MD7
21703,Frederick,Frederick,Standard,MD,MD7
21704,Frederick,Frederick,Standard,MD,MD7
21705,Frederick,Frederick,P.O. Box,MD,MD7
21709,Frederick,Frederick,Unique,MD,MD7
21710,Adamstown,Frederick,Standard,MD,MD7
21711,Big Pool,Washington,Standard,MD,M14
21713,Boonsboro,Washington,Standard,MD,M14
21714,Braddock Heights,Frederick,P.O. Box,MD,MD7
21715,Brownsville,Washington,P.O. Box,MD,M14
21716,Brunswick,Frederick,Standard,MD,MD7
21717,Buckeystown,Frederick,P.O. Box,MD,MD7
21718,Burkittsville,Frederick,Standard,MD,MD7
21719,Cascade,Washington,Standard,MD,M14
21720,Cavetown,Washington,P.O. Box,MD,M14
21721,Chewsville,Washington,P.O. Box,MD,M14
21722,Clear Spring,Washington,Standard,MD,M14
21723,Cooksville,Howard,Standard,MD,MD6
21727,Emmitsburg,Frederick,Standard,MD,MD7
21733,Fairplay,Washington,Standard,MD,M14
21734,Funkstown,Washington,P.O. Box,MD,M14
21737,Glenelg,Howard,Standard,MD,MD6
21738,Glenwood,Howard,Standard,MD,MD6
21740,Hagerstown,Washington,Standard,MD,M14
21741,Hagerstown,Washington,P.O. Box,MD,M14
21742,Hagerstown,Washington,Standard,MD,M14
21746,Hagerstown,Washington,Unique,MD,M14
21747,Hagerstown,Washington,P.O. Box,MD,M14
21749,Hagerstown,Washington,Unique,MD,M14
21750,Hancock,Washington,Standard,MD,M14
21754,Ijamsville,Frederick,Standard,MD,MD7
21755,Jefferson,Frederick,Standard,MD,MD7
21756,Keedysville,Washington,Standard,MD,M14
21757,Keymar,Carroll,Standard,MD,MD5
21758,Knoxville,Frederick,Standard,MD,MD7
21759,Ladiesburg,Frederick,P.O. Box,MD,MD7
21762,Libertytown,Frederick,P.O. Box,MD,MD7
21765,Lisbon,Howard,P.O. Box,MD,MD6
21766,Little Orleans,Allegany,Standard,MD,M15
21767,Maugansville,Washington,Standard,MD,M14
21769,Middletown,Frederick,Standard,MD,MD7
21770,Monrovia,Frederick,Standard,MD,MD7
21771,Mount Airy,Frederick,Standard,MD,MD7
21773,Myersville,Frederick,Standard,MD,MD7
21774,New Market,Frederick,Standard,MD,MD7
21775,New Midway,Frederick,P.O. Box,MD,MD7
21776,New Windsor,Carroll,Standard,MD,MD5
21777,Point Of Rocks,Frederick,Standard,MD,MD7
21778,Rocky Ridge,Frederick,Standard,MD,MD7
21779,Rohrersville,Washington,Standard,MD,M14
21780,Sabillasville,Frederick,Standard,MD,MD7
21781,Saint James,Washington,P.O. Box,MD,M14
21782,Sharpsburg,Washington,Standard,MD,M14
21783,Smithsburg,Washington,Standard,MD,M14
21784,Sykesville,Carroll,Standard,MD,MD5
21787,Taneytown,Carroll,Standard,MD,MD5
21788,Thurmont,Frederick,Standard,MD,MD7
21790,Tuscarora,Frederick,Standard,MD,MD7
21791,Union Bridge,Carroll,Standard,MD,MD5
21792,Unionville,Frederick,P.O. Box,MD,MD7
21793,Walkersville,Frederick,Standard,MD,MD7
21794,West Friendship,Howard,Standard,MD,MD6
21795,Williamsport,Washington,Standard,MD,M14
21797,Woodbine,Howard,Standard,MD,MD6
21798,Woodsboro,Frederick,Standard,MD,MD7
21801,Salisbury,Wicomico,Standard,MD,MDF
21802,Salisbury,Wicomico,P.O. Box,MD,MDF
21803,Salisbury,Wicomico,P.O. Box,MD,MDF
21804,Salisbury,Wicomico,Standard,MD,MDF
21810,Allen,Wicomico,P.O. Box,MD,MDF
21811,Berlin,Worcester,Standard,MD,MDF
21813,Bishopville,Worcester,Standard,MD,MDF
21814,Bivalve,Wicomico,Standard,MD,MDF
21817,Crisfield,Somerset,Standard,MD,MDG
21821,Deal Island,Somerset,Standard,MD,MDG
21822,Eden,Worcester,Standard,MD,MDF
21824,Ewell,Somerset,Standard,MD,MDG
21826,Fruitland,Wicomico,Standard,MD,MDF
21829,Girdletree,Worcester,Standard,MD,MDF
21830,Hebron,Wicomico,Standard,MD,MDF
21835,Linkwood,Dorchester,Standard,MD,MDE
21836,Manokin,Somerset,P.O. Box,MD,MDG
21837,Mardela Springs,Wicomico,Standard,MD,MDF
21838,Marion Station,Somerset,Standard,MD,MDG
21840,Nanticoke,Wicomico,Standard,MD,MDF
21841,Newark,Worcester,Standard,MD,MDF
21842,Ocean City,Worcester,Standard,MD,MDF
21843,Ocean City,Worcester,P.O. Box,MD,MDF
21849,Parsonsburg,Wicomico,Standard,MD,MDF
21850,Pittsville,Wicomico,Standard,MD,MDF
21851,Pocomoke City,Worcester,Standard,MD,MDF
21852,Powellville,Wicomico,P.O. Box,MD,MDF
21853,Princess Anne,Somerset,Standard,MD,MDG
21856,Quantico,Wicomico,Standard,MD,MDF
21857,Rehobeth,Somerset,P.O. Box,MD,MDG
21861,Sharptown,Wicomico,P.O. Box,MD,MDF
21862,Showell,Worcester,Standard,MD,MDF
21863,Snow Hill,Worcester,Standard,MD,MDF
21864,Stockton,Worcester,Standard,MD,MDF
21865,Tyaskin,Wicomico,Standard,MD,MDF
21866,Tylerton,Somerset,P.O. Box,MD,MDG
21867,Upper Fairmount,Somerset,P.O. Box,MD,MDG
21869,Vienna,Dorchester,Standard,MD,MDE
21871,Westover,Somerset,Standard,MD,MDG
21872,Whaleyville,Worcester,Standard,MD,MDF
21874,Willards,Wicomico,Standard,MD,MDF
21875,Delmar,Wicomico,Standard,MD,MDF
21890,Westover,Somerset,Unique,MD,MDG
21901,North East,Cecil,Standard,MD,MD1
21902,Perry Point,Cecil,P.O. Box,MD,MD1
21903,Perryville,Cecil,Standard,MD,MD1
21904,Port Deposit,Cecil,Standard,MD,MD1
21911,Rising Sun,Cecil,Standard,MD,MD1
21912,Warwick,Cecil,Standard,MD,MD1
21913,Cecilton,Cecil,P.O. Box,MD,MD1
21914,Charlestown,Cecil,P.O. Box,MD,MD1
21915,Chesapeake City,Cecil,Standard,MD,MD1
21916,Childs,Cecil,P.O. Box,MD,MD1
21917,Colora,Cecil,Standard,MD,MD1
21918,Conowingo,Cecil,Standard,MD,MD1
21919,Earleville,Cecil,Standard,MD,MD1
21920,Elk Mills,Cecil,P.O. Box,MD,MD1
21921,Elkton,Cecil,Standard,MD,MD1
21922,Elkton,Cecil,P.O. Box,MD,MD1
21930,Georgetown,Cecil,P.O. Box,MD,MD1
22003,Annandale,Fairfax,Standard,VA,V04
22009,Burke,Fairfax,P.O. Box,VA,V04
22015,Burke,Fairfax,Standard,VA,V04
22025,Dumfries,Prince William,Standard,VA,V06
22026,Dumfries,Prince William,Standard,VA,V06
22027,Dunn Loring,Fairfax,Standard,VA,V04
22030,Fairfax,Fairfax City,Standard,VA,V04
22031,Fairfax,Fairfax,Standard,VA,V04
22032,Fairfax,Fairfax,Standard,VA,V04
22033,Fairfax,Fairfax,Standard,VA,V04
22034,Fairfax,Fairfax,Standard,VA,V04
22035,Fairfax,Fairfax,Standard,VA,V04
22036,Fairfax,Fairfax,Standard,VA,V04
22037,Fairfax,Fairfax,Unique,VA,V04
22038,Fairfax,Fairfax City,P.O. Box,VA,V04
22039,Fairfax Station,Fairfax,Standard,VA,V04
22040,Falls Church,Falls Church City,P.O. Box,VA,V03
22041,Falls Church,Fairfax,Standard,VA,V04
22042,Falls Church,Fairfax,Standard,VA,V04
22043,Falls Church,Fairfax,Standard,VA,V04
22044,Falls Church,Fairfax,Standard,VA,V04
22046,Falls Church,Falls Church City,Standard,VA,V03
22060,Fort Belvoir,Fairfax,Standard,VA,V04
22066,Great Falls,Fairfax,Standard,VA,V04
22067,Greenway,Fairfax,Standard,VA,V04
22079,Lorton,Fairfax,Standard,VA,V04
22081,Merrifield,Fairfax,Standard,VA,V04
22082,Merrifield,Fairfax,Unique,VA,V04
22095,Herndon,Fairfax,Unique,VA,V04
22096,Reston,Fairfax,Unique,VA,V04
22101,Mc Lean,Fairfax,Standard,VA,V04
22102,Mc Lean,Fairfax,Standard,VA,V04
22103,West Mclean,Fairfax,P.O. Box,VA,V04
22106,Mc Lean,Fairfax,P.O. Box,VA,V04
22107,Mc Lean,Fairfax,Unique,VA,V04
22108,Mc Lean,Fairfax,Unique,VA,V04
22109,Mc Lean,Fairfax,Unique,VA,V04
22116,Merrifield,Fairfax,P.O. Box,VA,V04
22118,Merrifield,Fairfax,Unique,VA,V04
22119,Merrifield,Fairfax,Unique,VA,V04
22121,Mount Vernon,Fairfax,P.O. Box,VA,V04
22122,Newington,Fairfax,P.O. Box,VA,V04
22124,Oakton,Fairfax,Standard,VA,V04
22125,Occoquan,Prince William,P.O. Box,VA,V06
22134,Quantico,Prince William,Standard,VA,V06
22135,Quantico,Stafford,Unique,VA,V07
22150,Springfield,Fairfax,Standard,VA,V04
22151,Springfield,Fairfax,Standard,VA,V04
22152,Springfield,Fairfax,Standard,VA,V04
22153,Springfield,Fairfax,Standard,VA,V04
22156,Springfield,Fairfax,Unique,VA,V04
22158,Springfield,Fairfax,Unique,VA,V04
22159,Springfield,Fairfax,Standard,VA,V04
22160,Springfield,Fairfax,Unique,VA,V04
22161,Springfield,Fairfax,Unique,VA,V04
22172,Triangle,Prince William,Standard,VA,V06
22180,Vienna,Fairfax,Standard,VA,V04
22181,Vienna,Fairfax,Standard,VA,V04
22182,Vienna,Fairfax,Standard,VA,V04
22183,Vienna,Fairfax,P.O. Box,VA,V04
22185,Vienna,Fairfax,Unique,VA,V04
22191,Woodbridge,Prince William,Standard,VA,V06
22192,Woodbridge,Prince William,Standard,VA,V06
22193,Woodbridge,Prince William,Standard,VA,V06
22194,Woodbridge,Prince William,P.O. Box,VA,V06
22195,Woodbridge,Prince William,P.O. Box,VA,V06
22199,Lorton,Fairfax,P.O. Box,VA,V04
22201,Arlington,Arlington,Standard,VA,V02
22202,Arlington,Arlington,Standard,VA,V02
22203,Arlington,Arlington,Standard,VA,V02
22204,Arlington,Arlington,Standard,VA,V02
22205,Arlington,Arlington,Standard,VA,V02
22206,Arlington,Arlington,Standard,VA,V02
22207,Arlington,Arlington,Standard,VA,V02
22209,Arlington,Arlington,Standard,VA,V02
22210,Arlington,Arlington,P.O. Box,VA,V02
22211,Fort Myer,Arlington,Standard,VA,V02
22212,Arlington,Arlington,Unique,VA,V02
22213,Arlington,Arlington,Standard,VA,V02
22214,Arlington,Arlington,Standard,VA,V02
22215,Arlington,Arlington,P.O. Box,VA,V02
22216,Arlington,Arlington,P.O. Box,VA,V02
22217,Arlington,Arlington,Unique,VA,V02
22219,Arlington,Arlington,P.O. Box,VA,V02
22225,Arlington,Arlington,Unique,VA,V02
22226,Arlington,Arlington,Unique,VA,V02
22227,Arlington,Arlington,Unique,VA,V02
22230,Arlington,Arlington,Unique,VA,V02
22240,Arlington,Arlington,Unique,VA,V02
22241,Arlington,Arlington,Unique,VA,V02
22242,Arlington,Arlington,Unique,VA,V02
22243,Arlington,Arlington,Unique,VA,V02
22244,Arlington,Arlington,Unique,VA,V02
22245,Arlington,Arlington,Unique,VA,V02
22246,Arlington,Arlington,Unique,VA,V02
22301,Alexandria,Alexandria City,Standard,VA,V01
22302,Alexandria,Alexandria City,Standard,VA,V01
22303,Alexandria,Fairfax,Standard,VA,V04
22304,Alexandria,Alexandria City,Standard,VA,V01
22305,Alexandria,Alexandria City,Standard,VA,V01
22306,Alexandria,Fairfax,Standard,VA,V04
22307,Alexandria,Fairfax,Standard,VA,V04
22308,Alexandria,Fairfax,Standard,VA,V04
22309,Alexandria,Fairfax,Standard,VA,V04
